date,tempr,ap,ws,rh,blizzard
2017-10-09 09:00:00,-10.34,990.83,11.92,44.06,0
2017-10-09 10:00:00,-10.8,990.51,13.12,46.6,0
2017-10-09 11:00:00,-12.12,989.87,17.87,49.84,0
2017-10-09 12:00:00,-12.81,989.4,18.2,49.22,0
2017-10-09 13:00:00,-13.66,988.78,19.97,47.24,0
2017-10-09 14:00:00,-14.54,988.27,20.15,48.56,0
2017-10-09 15:00:00,-15.45,987.83,18.77,50.84,0
2017-10-09 16:00:00,-15.87,987.36,18.21,50.37,0
2017-10-09 17:00:00,-16.27,986.82,16.95,50.17,0
2017-10-09 18:00:00,-16.69,986.13,15.68,50.21,0
2017-10-09 19:00:00,-16.35,985.31,15.82,49.96,0
2017-10-09 20:00:00,-16.44,984.43,17.69,49.82,0
2017-10-09 21:00:00,-17.1,983.33,19.37,51.15,0
2017-10-09 22:00:00,-17.26,982.12,21.56,50.34,0
2017-10-09 23:00:00,-17.34,981.15,20.69,49.96,0
2017-10-10 00:00:00,-16.99,979.83,20.64,49.61,0
2017-10-10 01:00:00,-15.56,978.8,17.92,43.23,0
2017-10-10 02:00:00,-14.9,978.07,16.45,42.7,0
2017-10-10 03:00:00,-14.3,977.18,17.17,44.17,0
2017-10-10 04:00:00,-14.15,976.55,13.75,50.01,0
2017-10-10 05:00:00,-13.83,975.99,11.76,47.96,0
2017-10-10 06:00:00,-12.87,975.4,10.56,48.9,0
2017-10-10 07:00:00,-12.33,974.88,7.22,47.87,0
2017-10-10 08:00:00,-12.38,974.28,6.53,46.31,0
2017-10-10 09:00:00,-12.09,973.85,3.74,44.93,0
2017-10-10 10:00:00,-11.08,973.33,2.45,43.85,0
2017-10-10 11:00:00,-11.23,972.91,4.19,48.36,0
2017-10-10 12:00:00,-11.57,972.61,7.56,52.9,0
2017-10-10 13:00:00,-11.95,972.41,8.66,48.08,0
2017-10-10 14:00:00,-12.39,972.32,11.48,45.14,0
2017-10-10 15:00:00,-13.33,972.41,15.15,47.09,0
2017-10-10 16:00:00,-13.19,972.64,15.05,46.56,0
2017-10-10 17:00:00,-12.64,972.97,12.28,47.1,0
2017-10-10 18:00:00,-12.57,973.4,10.26,49.11,0
2017-10-10 19:00:00,-11.15,973.68,9.92,51.32,0
2017-10-10 20:00:00,-10.44,974.0,8.06,54.24,0
2017-10-10 21:00:00,-9.85,974.25,9.48,56.63,0
2017-10-10 22:00:00,-9.34,974.83,12.38,56.41,0
2017-10-10 23:00:00,-9.25,975.57,10.98,56.84,0
2017-10-11 00:00:00,-9.2,976.31,10.92,62.3,0
2017-10-11 01:00:00,-9.13,977.15,11.02,64.63,0
2017-10-11 02:00:00,-9.14,978.03,9.92,70.02,0
2017-10-11 03:00:00,-9.04,979.06,8.13,74.36,0
2017-10-11 04:00:00,-8.94,979.89,6.81,77.83,0
2017-10-11 05:00:00,-8.86,980.77,6.6,84.0,0
2017-10-11 06:00:00,-8.57,981.65,5.84,83.12,0
2017-10-11 07:00:00,-8.56,982.38,6.5,82.44,0
2017-10-11 08:00:00,-8.38,983.17,6.0,76.98,0
2017-10-11 09:00:00,-8.24,983.79,5.81,74.65,0
2017-10-11 10:00:00,-8.18,984.28,5.76,74.82,0
2017-10-11 11:00:00,-8.12,984.89,3.82,76.59,0
2017-10-11 12:00:00,-8.44,985.49,4.15,76.98,0
2017-10-11 13:00:00,-8.73,986.06,4.03,74.16,0
2017-10-11 14:00:00,-8.92,986.62,4.16,74.36,0
2017-10-11 15:00:00,-9.1,987.29,5.58,75.07,0
2017-10-11 16:00:00,-8.95,987.78,9.3,70.8,0
2017-10-11 17:00:00,-9.48,988.25,14.6,73.39,0
2017-10-11 18:00:00,-10.93,989.0,19.73,82.22,0
2017-10-11 19:00:00,-11.36,989.71,21.49,82.44,0
2017-10-11 20:00:00,-11.58,990.37,19.06,81.65,0
2017-10-11 21:00:00,-12.04,991.12,17.8,81.41,0
2017-10-11 22:00:00,-12.52,991.72,17.47,80.6,0
2017-10-11 23:00:00,-13.2,992.25,16.99,79.89,0
2017-10-12 00:00:00,-13.77,992.91,15.44,79.37,0
2017-10-12 01:00:00,-13.48,993.49,14.81,77.77,0
2017-10-12 02:00:00,-13.51,993.85,14.47,76.59,0
2017-10-12 03:00:00,-12.79,994.23,11.15,75.71,0
2017-10-12 04:00:00,-12.79,994.67,10.92,73.02,0
2017-10-12 05:00:00,-12.16,995.02,7.8,72.36,0
2017-10-12 06:00:00,-12.13,995.2,10.61,65.42,0
2017-10-12 07:00:00,-11.96,995.43,6.31,70.13,0
2017-10-12 08:00:00,-11.41,995.77,2.88,69.29,0
2017-10-12 09:00:00,-10.94,995.91,2.03,68.58,0
2017-10-12 10:00:00,-10.56,995.97,2.01,65.8,0
2017-10-12 11:00:00,-11.3,996.07,3.21,64.69,0
2017-10-12 12:00:00,-12.84,996.02,4.15,72.79,0
2017-10-12 13:00:00,-13.22,995.96,2.9,75.71,0
2017-10-12 14:00:00,-14.73,995.53,1.57,74.53,0
2017-10-12 15:00:00,-15.51,995.62,1.31,71.55,0
2017-10-12 16:00:00,-15.2,995.82,1.71,69.82,0
2017-10-12 17:00:00,-14.93,995.52,3.76,62.83,0
2017-10-12 18:00:00,-15.05,995.27,5.06,60.11,0
2017-10-12 19:00:00,-14.72,994.88,6.1,58.3,0
2017-10-12 20:00:00,-14.7,994.13,5.29,57.94,0
2017-10-12 21:00:00,-15.0,993.73,6.68,57.06,0
2017-10-12 22:00:00,-15.75,993.14,7.41,55.99,0
2017-10-12 23:00:00,-16.55,992.66,7.17,56.38,0
2017-10-13 00:00:00,-16.69,991.33,8.8,49.88,0
2017-10-13 01:00:00,-16.5,990.46,10.38,48.06,0
2017-10-13 02:00:00,-16.16,989.38,8.77,48.64,0
2017-10-13 03:00:00,-15.46,988.14,6.82,50.25,0
2017-10-13 04:00:00,-14.68,986.76,6.06,52.08,0
2017-10-13 05:00:00,-14.65,985.45,4.68,56.43,0
2017-10-13 06:00:00,-14.25,983.98,1.92,56.65,0
2017-10-13 07:00:00,-14.12,982.61,3.9,59.19,0
2017-10-13 08:00:00,-14.71,981.15,4.46,60.46,0
2017-10-13 09:00:00,-14.64,979.77,4.36,60.4,0
2017-10-13 10:00:00,-14.63,978.35,4.39,61.51,0
2017-10-13 11:00:00,-14.57,977.13,3.94,61.73,0
2017-10-13 12:00:00,-14.93,976.05,4.11,62.42,0
2017-10-13 13:00:00,-15.37,975.01,5.06,62.87,0
2017-10-13 14:00:00,-16.46,974.14,1.21,63.08,0
2017-10-13 15:00:00,-17.24,973.32,4.07,57.46,0
2017-10-13 16:00:00,-18.03,972.66,6.36,53.13,0
2017-10-13 17:00:00,-18.32,972.26,7.12,51.57,0
2017-10-13 18:00:00,-18.6,971.79,7.4,51.79,0
2017-10-13 19:00:00,-18.58,971.58,5.07,52.68,0
2017-10-13 20:00:00,-18.49,971.57,5.29,53.31,0
2017-10-13 21:00:00,-18.26,971.68,5.76,51.01,0
2017-10-13 22:00:00,-18.47,971.99,5.66,51.27,0
2017-10-13 23:00:00,-18.32,972.15,10.25,50.2,0
2017-10-14 00:00:00,-17.77,972.4,11.58,49.87,0
2017-10-14 01:00:00,-17.14,972.59,11.29,47.49,0
2017-10-14 02:00:00,-16.43,972.97,11.23,47.97,0
2017-10-14 03:00:00,-15.59,973.12,13.67,49.48,0
2017-10-14 04:00:00,-15.25,973.4,14.45,50.54,0
2017-10-14 05:00:00,-14.63,973.58,14.13,49.51,0
2017-10-14 06:00:00,-14.45,973.7,14.08,49.28,0
2017-10-14 07:00:00,-14.59,974.0,14.03,52.34,0
2017-10-14 08:00:00,-14.77,974.24,13.84,54.65,0
2017-10-14 09:00:00,-14.71,974.37,14.04,56.81,0
2017-10-14 10:00:00,-14.67,974.62,12.76,58.68,0
2017-10-14 11:00:00,-14.7,974.68,13.67,59.77,0
2017-10-14 12:00:00,-14.8,974.56,14.21,63.6,0
2017-10-14 13:00:00,-15.04,974.43,14.88,67.31,0
2017-10-14 14:00:00,-14.95,974.22,14.96,66.11,0
2017-10-14 15:00:00,-14.98,974.14,13.14,65.62,0
2017-10-14 16:00:00,-15.02,974.14,12.21,65.58,0
2017-10-14 17:00:00,-14.8,973.9,12.78,65.41,0
2017-10-14 18:00:00,-14.69,973.8,14.01,67.22,0
2017-10-14 19:00:00,-14.68,973.74,14.99,66.47,0
2017-10-14 20:00:00,-14.86,973.66,11.63,67.32,0
2017-10-14 21:00:00,-14.41,973.29,12.85,60.93,0
2017-10-14 22:00:00,-14.39,973.23,13.1,58.78,0
2017-10-14 23:00:00,-14.28,973.19,14.14,56.73,0
2017-10-15 00:00:00,-14.44,973.31,14.43,56.49,0
2017-10-15 01:00:00,-14.54,973.47,14.1,56.68,0
2017-10-15 02:00:00,-14.08,973.45,11.57,54.52,0
2017-10-15 03:00:00,-13.49,973.23,13.33,51.87,0
2017-10-15 04:00:00,-13.14,973.01,13.45,53.65,0
2017-10-15 05:00:00,-12.62,972.89,12.28,55.0,0
2017-10-15 06:00:00,-12.46,973.06,11.04,60.67,0
2017-10-15 07:00:00,-12.28,973.24,9.17,63.47,0
2017-10-15 08:00:00,-12.23,973.33,7.7,64.36,0
2017-10-15 09:00:00,-11.99,973.3,9.35,65.59,0
2017-10-15 10:00:00,-12.03,973.39,9.42,67.37,0
2017-10-15 11:00:00,-12.01,973.59,8.09,68.4,0
2017-10-15 12:00:00,-12.13,973.62,6.54,69.99,0
2017-10-15 13:00:00,-12.34,973.57,5.0,71.88,0
2017-10-15 14:00:00,-12.61,973.64,2.79,74.89,0
2017-10-15 15:00:00,-12.8,973.65,4.77,76.73,0
2017-10-15 16:00:00,-12.82,973.56,6.05,80.88,0
2017-10-15 17:00:00,-12.72,973.45,6.25,82.49,0
2017-10-15 18:00:00,-12.81,973.45,7.52,83.21,0
2017-10-15 19:00:00,-13.14,973.43,9.04,83.04,0
2017-10-15 20:00:00,-13.36,973.53,9.6,82.23,0
2017-10-15 21:00:00,-13.73,973.37,11.77,81.1,0
2017-10-15 22:00:00,-13.84,973.4,12.18,78.69,0
2017-10-15 23:00:00,-13.81,973.57,11.55,77.53,0
2017-10-16 00:00:00,-13.66,973.67,10.67,77.87,0
2017-10-16 01:00:00,-13.35,973.58,12.77,76.1,0
2017-10-16 02:00:00,-13.13,973.45,13.78,75.78,0
2017-10-16 03:00:00,-13.04,973.28,13.76,79.69,0
2017-10-16 04:00:00,-12.71,973.2,14.49,81.67,0
2017-10-16 05:00:00,-12.6,973.09,16.62,82.91,0
2017-10-16 06:00:00,-12.46,973.0,17.58,83.29,0
2017-10-16 07:00:00,-12.3,972.92,17.24,83.11,0
2017-10-16 08:00:00,-11.98,973.03,16.53,82.52,0
2017-10-16 09:00:00,-11.88,972.93,14.65,81.14,0
2017-10-16 10:00:00,-11.77,972.72,11.09,80.9,0
2017-10-16 11:00:00,-11.82,972.49,7.49,81.14,0
2017-10-16 12:00:00,-12.04,972.22,7.98,77.82,0
2017-10-16 13:00:00,-12.02,972.0,9.14,77.31,0
2017-10-16 14:00:00,-12.59,971.67,7.0,75.17,0
2017-10-16 15:00:00,-12.25,971.23,7.55,67.58,0
2017-10-16 16:00:00,-11.39,970.66,15.49,64.48,0
2017-10-16 17:00:00,-11.46,970.38,16.68,64.56,0
2017-10-16 18:00:00,-11.6,970.32,17.2,67.65,0
2017-10-16 19:00:00,-11.71,970.26,17.01,68.4,0
2017-10-16 20:00:00,-11.81,970.25,17.26,65.68,0
2017-10-16 21:00:00,-11.91,970.16,18.76,67.35,0
2017-10-16 22:00:00,-12.53,970.0,19.5,70.14,0
2017-10-16 23:00:00,-13.15,969.87,21.24,75.6,0
2017-10-17 00:00:00,-13.23,969.78,22.39,75.21,0
2017-10-17 01:00:00,-12.78,969.45,23.47,75.68,0
2017-10-17 02:00:00,-12.25,968.96,22.88,74.41,0
2017-10-17 03:00:00,-11.83,968.59,22.15,73.97,0
2017-10-17 04:00:00,-11.19,967.95,22.79,72.49,0
2017-10-17 05:00:00,-10.3,967.38,20.37,70.16,0
2017-10-17 06:00:00,-9.06,966.63,17.42,61.79,0
2017-10-17 07:00:00,-8.29,965.86,13.36,58.8,0
2017-10-17 08:00:00,-7.76,965.25,3.72,58.5,0
2017-10-17 09:00:00,-7.93,964.61,5.31,56.28,0
2017-10-17 10:00:00,-8.6,963.97,8.75,56.09,0
2017-10-17 11:00:00,-7.68,963.25,6.51,52.48,0
2017-10-17 12:00:00,-5.78,962.84,2.12,47.19,0
2017-10-17 13:00:00,-5.88,962.46,6.3,46.41,0
2017-10-17 14:00:00,-7.57,962.35,12.62,52.89,0
2017-10-17 15:00:00,-7.38,962.39,14.92,52.92,0
2017-10-17 16:00:00,-6.22,962.76,15.43,50.41,0
2017-10-17 17:00:00,-5.9,963.36,15.55,52.04,0
2017-10-17 18:00:00,-5.9,963.87,14.09,51.78,0
2017-10-17 19:00:00,-5.33,963.95,15.49,52.33,0
2017-10-17 20:00:00,-5.46,964.28,19.03,56.61,0
2017-10-17 21:00:00,-5.72,964.54,23.24,62.2,0
2017-10-17 22:00:00,-5.4,964.87,23.94,59.73,0
2017-10-17 23:00:00,-5.82,965.66,17.69,60.74,0
2017-10-18 00:00:00,-5.86,965.74,17.64,60.64,0
2017-10-18 01:00:00,-5.91,965.81,17.6,60.54,0
2017-10-18 02:00:00,-5.95,965.89,17.55,60.43,0
2017-10-18 03:00:00,-6.0,965.96,17.5,60.33,0
2017-10-18 04:00:00,-6.04,966.04,17.45,60.23,0
2017-10-18 05:00:00,-6.08,966.11,17.41,60.13,0
2017-10-18 06:00:00,-6.13,966.19,17.36,60.02,0
2017-10-18 07:00:00,-6.17,966.26,17.31,59.92,0
2017-10-18 08:00:00,-6.22,966.34,17.27,59.82,0
2017-10-18 09:00:00,-6.26,966.41,17.22,59.72,0
2017-10-18 10:00:00,-6.3,966.49,17.17,59.62,0
2017-10-18 11:00:00,-6.35,966.57,17.12,59.51,0
2017-10-18 12:00:00,-6.39,966.64,17.08,59.41,0
2017-10-18 13:00:00,-6.44,966.72,17.03,59.31,0
2017-10-18 14:00:00,-6.48,966.79,16.98,59.21,0
2017-10-18 15:00:00,-6.52,966.87,16.94,59.1,0
2017-10-18 16:00:00,-6.57,966.94,16.89,59.0,0
2017-10-18 17:00:00,-6.61,967.02,16.84,58.9,0
2017-10-18 18:00:00,-6.66,967.09,16.79,58.8,0
2017-10-18 19:00:00,-6.7,967.17,16.75,58.7,0
2017-10-18 20:00:00,-6.74,967.24,16.7,58.59,0
2017-10-18 21:00:00,-6.79,967.32,16.65,58.49,0
2017-10-18 22:00:00,-6.83,967.4,16.61,58.39,0
2017-10-18 23:00:00,-6.88,967.47,16.56,58.29,0
2017-10-19 00:00:00,-6.92,967.55,16.51,58.18,0
2017-10-19 01:00:00,-6.97,967.62,16.46,58.08,0
2017-10-19 02:00:00,-7.01,967.7,16.42,57.98,0
2017-10-19 03:00:00,-7.05,967.77,16.37,57.88,0
2017-10-19 04:00:00,-7.1,967.85,16.32,57.78,0
2017-10-19 05:00:00,-7.14,967.92,16.28,57.67,0
2017-10-19 06:00:00,-7.19,968.0,16.23,57.57,0
2017-10-19 07:00:00,-7.23,968.07,16.18,57.47,0
2017-10-19 08:00:00,-7.27,968.15,16.13,57.37,0
2017-10-19 09:00:00,-7.32,968.22,16.09,57.26,0
2017-10-19 10:00:00,-7.36,968.3,16.04,57.16,0
2017-10-19 11:00:00,-7.41,968.38,15.99,57.06,0
2017-10-19 12:00:00,-7.45,968.45,15.95,56.96,0
2017-10-19 13:00:00,-7.49,968.53,15.9,56.86,0
2017-10-19 14:00:00,-7.54,968.6,15.85,56.75,0
2017-10-19 15:00:00,-7.58,968.68,15.8,56.65,0
2017-10-19 16:00:00,-7.63,968.75,15.76,56.55,0
2017-10-19 17:00:00,-7.67,968.83,15.71,56.45,0
2017-10-19 18:00:00,-7.71,968.9,15.66,56.34,0
2017-10-19 19:00:00,-7.76,968.98,15.62,56.24,0
2017-10-19 20:00:00,-7.8,969.05,15.57,56.14,0
2017-10-19 21:00:00,-7.85,969.13,15.52,56.04,0
2017-10-19 22:00:00,-7.89,969.21,15.47,55.94,0
2017-10-19 23:00:00,-7.93,969.28,15.43,55.83,0
2017-10-20 00:00:00,-7.98,969.36,15.38,55.73,0
2017-10-20 01:00:00,-8.02,969.43,15.33,55.63,0
2017-10-20 02:00:00,-8.07,969.51,15.29,55.53,0
2017-10-20 03:00:00,-8.11,969.58,15.24,55.42,0
2017-10-20 04:00:00,-8.15,969.66,15.19,55.32,0
2017-10-20 05:00:00,-8.2,969.73,15.14,55.22,0
2017-10-20 06:00:00,-8.24,969.81,15.1,55.12,0
2017-10-20 07:00:00,-8.29,969.88,15.05,55.02,0
2017-10-20 08:00:00,-8.33,969.96,15.0,54.91,0
2017-10-20 09:00:00,-8.37,970.04,14.96,54.81,0
2017-10-20 10:00:00,-8.42,970.11,14.91,54.71,0
2017-10-20 11:00:00,-8.46,970.19,14.86,54.61,0
2017-10-20 12:00:00,-8.51,970.26,14.81,54.5,0
2017-10-20 13:00:00,-8.55,970.34,14.77,54.4,0
2017-10-20 14:00:00,-8.59,970.41,14.72,54.3,0
2017-10-20 15:00:00,-8.64,970.49,14.67,54.2,0
2017-10-20 16:00:00,-8.68,970.56,14.63,54.1,0
2017-10-20 17:00:00,-8.73,970.64,14.58,53.99,0
2017-10-20 18:00:00,-8.77,970.71,14.53,53.89,0
2017-10-20 19:00:00,-8.81,970.79,14.48,53.79,0
2017-10-20 20:00:00,-8.86,970.87,14.44,53.69,0
2017-10-20 21:00:00,-8.9,970.94,14.39,53.58,0
2017-10-20 22:00:00,-8.95,971.02,14.34,53.48,0
2017-10-20 23:00:00,-8.99,971.09,14.3,53.38,0
2017-10-21 00:00:00,-9.04,971.17,14.25,53.28,0
2017-10-21 01:00:00,-9.08,971.24,14.2,53.18,0
2017-10-21 02:00:00,-9.12,971.32,14.15,53.07,0
2017-10-21 03:00:00,-9.17,971.39,14.11,52.97,0
2017-10-21 04:00:00,-9.21,971.47,14.06,52.87,0
2017-10-21 05:00:00,-9.26,971.54,14.01,52.77,0
2017-10-21 06:00:00,-9.3,971.62,13.97,52.66,0
2017-10-21 07:00:00,-9.34,971.7,13.92,52.56,0
2017-10-21 08:00:00,-9.39,971.77,13.87,52.46,0
2017-10-21 09:00:00,-9.43,971.85,13.82,52.36,0
2017-10-21 10:00:00,-9.48,971.92,13.78,52.26,0
2017-10-21 11:00:00,-9.52,972.0,13.73,52.15,0
2017-10-21 12:00:00,-9.56,972.07,13.68,52.05,0
2017-10-21 13:00:00,-9.61,972.15,13.64,51.95,0
2017-10-21 14:00:00,-9.65,972.22,13.59,51.85,0
2017-10-21 15:00:00,-9.7,972.3,13.54,51.74,0
2017-10-21 16:00:00,-9.74,972.37,13.49,51.64,0
2017-10-21 17:00:00,-9.78,972.45,13.45,51.54,0
2017-10-21 18:00:00,-9.83,972.53,13.4,51.44,0
2017-10-21 19:00:00,-9.87,972.6,13.35,51.34,0
2017-10-21 20:00:00,-9.92,972.68,13.31,51.23,0
2017-10-21 21:00:00,-9.96,972.75,13.26,51.13,0
2017-10-21 22:00:00,-10.0,972.83,13.21,51.03,0
2017-10-21 23:00:00,-10.05,972.9,13.16,50.93,0
2017-10-22 00:00:00,-10.09,972.98,13.12,50.82,0
2017-10-22 01:00:00,-10.14,973.05,13.07,50.72,0
2017-10-22 02:00:00,-10.18,973.13,13.02,50.62,0
2017-10-22 03:00:00,-10.22,973.2,12.97,50.52,0
2017-10-22 04:00:00,-10.27,973.28,12.93,50.41,0
2017-10-22 05:00:00,-10.31,973.35,12.88,50.31,0
2017-10-22 06:00:00,-10.36,973.43,12.83,50.21,0
2017-10-22 07:00:00,-10.4,973.51,12.79,50.11,0
2017-10-22 08:00:00,-10.44,973.58,12.74,50.01,0
2017-10-22 09:00:00,-10.49,973.66,12.69,49.9,0
2017-10-22 10:00:00,-10.53,973.73,12.64,49.8,0
2017-10-22 11:00:00,-10.58,973.81,12.6,49.7,0
2017-10-22 12:00:00,-10.62,973.88,12.55,49.6,0
2017-10-22 13:00:00,-10.66,973.96,12.5,49.49,0
2017-10-22 14:00:00,-10.71,974.03,12.46,49.39,0
2017-10-22 15:00:00,-10.75,974.11,12.41,49.29,0
2017-10-22 16:00:00,-10.8,974.18,12.36,49.19,0
2017-10-22 17:00:00,-10.84,974.26,12.31,49.09,0
2017-10-22 18:00:00,-10.88,974.34,12.27,48.98,0
2017-10-22 19:00:00,-10.93,974.41,12.22,48.88,0
2017-10-22 20:00:00,-10.97,974.49,12.17,48.78,0
2017-10-22 21:00:00,-11.02,974.56,12.13,48.68,0
2017-10-22 22:00:00,-11.06,974.64,12.08,48.57,0
2017-10-22 23:00:00,-11.1,974.71,12.03,48.47,0
2017-10-23 00:00:00,-11.15,974.79,11.98,48.37,0
2017-10-23 01:00:00,-11.19,974.86,11.94,48.27,0
2017-10-23 02:00:00,-11.24,974.94,11.89,48.17,0
2017-10-23 03:00:00,-11.28,975.01,11.84,48.06,0
2017-10-23 04:00:00,-11.33,975.09,11.8,47.96,0
2017-10-23 05:00:00,-11.37,975.17,11.75,47.86,0
2017-10-23 06:00:00,-11.41,975.24,11.7,47.76,0
2017-10-23 07:00:00,-11.46,975.32,11.65,47.65,0
2017-10-23 08:00:00,-11.5,975.39,11.61,47.55,0
2017-10-23 09:00:00,-11.55,975.47,11.56,47.45,0
2017-10-23 10:00:00,-11.59,975.54,11.51,47.35,0
2017-10-23 11:00:00,-11.63,975.62,11.47,47.25,0
2017-10-23 12:00:00,-11.68,975.69,11.42,47.14,0
2017-10-23 13:00:00,-11.72,975.77,11.37,47.04,0
2017-10-23 14:00:00,-11.77,975.84,11.32,46.94,0
2017-10-23 15:00:00,-11.81,975.92,11.28,46.84,0
2017-10-23 16:00:00,-11.85,976.0,11.23,46.73,0
2017-10-23 17:00:00,-11.9,976.07,11.18,46.63,0
2017-10-23 18:00:00,-11.94,976.15,11.14,46.53,0
2017-10-23 19:00:00,-11.99,976.22,11.09,46.43,0
2017-10-23 20:00:00,-12.03,976.3,11.04,46.33,0
2017-10-23 21:00:00,-12.07,976.37,10.99,46.22,0
2017-10-23 22:00:00,-12.12,976.45,10.95,46.12,0
2017-10-23 23:00:00,-12.16,976.52,10.9,46.02,0
2017-10-24 00:00:00,-12.21,976.6,10.85,45.92,0
2017-10-24 01:00:00,-12.25,976.67,10.81,45.81,0
2017-10-24 02:00:00,-12.29,976.75,10.76,45.71,0
2017-10-24 03:00:00,-12.34,976.83,10.71,45.61,0
2017-10-24 04:00:00,-12.38,976.9,10.66,45.51,0
2017-10-24 05:00:00,-12.43,976.98,10.62,45.41,0
2017-10-24 06:00:00,-12.47,977.05,10.57,45.3,0
2017-10-24 07:00:00,-12.51,977.13,10.52,45.2,0
2017-10-24 08:00:00,-12.56,977.2,10.48,45.1,0
2017-10-24 09:00:00,-12.6,977.28,10.43,45.0,0
2017-10-24 10:00:00,-12.65,977.35,10.38,44.89,0
2017-10-24 11:00:00,-12.69,977.43,10.33,44.79,0
2017-10-24 12:00:00,-12.73,977.5,10.29,44.69,0
2017-10-24 13:00:00,-12.78,977.58,10.24,44.59,0
2017-10-24 14:00:00,-12.82,977.66,10.19,44.49,0
2017-10-24 15:00:00,-12.87,977.73,10.15,44.38,0
2017-10-24 16:00:00,-12.91,977.81,10.1,44.28,0
2017-10-24 17:00:00,-12.95,977.88,10.05,44.18,0
2017-10-24 18:00:00,-13.0,977.96,10.0,44.08,0
2017-10-24 19:00:00,-13.04,978.03,9.96,43.97,0
2017-10-24 20:00:00,-13.09,978.11,9.91,43.87,0
2017-10-24 21:00:00,-13.13,978.18,9.86,43.77,0
2017-10-24 22:00:00,-13.17,978.26,9.82,43.67,0
2017-10-24 23:00:00,-13.22,978.33,9.77,43.57,0
2017-10-25 00:00:00,-13.26,978.41,9.72,43.46,0
2017-10-25 01:00:00,-13.31,978.48,9.67,43.36,0
2017-10-25 02:00:00,-13.35,978.56,9.63,43.26,0
2017-10-25 03:00:00,-13.4,978.64,9.58,43.16,0
2017-10-25 04:00:00,-13.44,978.71,9.53,43.05,0
2017-10-25 05:00:00,-13.48,978.79,9.49,42.95,0
2017-10-25 06:00:00,-13.53,978.86,9.44,42.85,0
2017-10-25 07:00:00,-13.57,978.94,9.39,42.75,0
2017-10-25 08:00:00,-13.62,979.01,9.34,42.65,0
2017-10-25 09:00:00,-13.66,979.09,9.3,42.54,0
2017-10-25 10:00:00,-13.7,979.16,9.25,42.44,0
2017-10-25 11:00:00,-13.75,979.24,9.2,42.34,0
2017-10-25 12:00:00,-13.79,979.31,9.16,42.24,0
2017-10-25 13:00:00,-13.84,979.39,9.11,42.13,0
2017-10-25 14:00:00,-13.88,979.47,9.06,42.03,0
2017-10-25 15:00:00,-13.92,979.54,9.01,41.93,0
2017-10-25 16:00:00,-13.97,979.62,8.97,41.83,0
2017-10-25 17:00:00,-14.01,979.69,8.92,41.73,0
2017-10-25 18:00:00,-14.06,979.77,8.87,41.62,0
2017-10-25 19:00:00,-14.1,979.84,8.83,41.52,0
2017-10-25 20:00:00,-14.14,979.92,8.78,41.42,0
2017-10-25 21:00:00,-14.19,979.99,8.73,41.32,0
2017-10-25 22:00:00,-14.23,980.07,8.68,41.21,0
2017-10-25 23:00:00,-14.28,980.14,8.64,41.11,0
2017-10-26 00:00:00,-14.32,980.22,8.59,41.01,0
2017-10-26 01:00:00,-13.59,979.72,8.8,40.41,0
2017-10-26 02:00:00,-13.05,979.37,8.36,41.52,0
2017-10-26 03:00:00,-12.49,979.02,6.5,41.96,0
2017-10-26 04:00:00,-12.09,978.72,5.17,42.56,0
2017-10-26 05:00:00,-11.54,978.43,4.7,41.11,0
2017-10-26 06:00:00,-11.0,978.24,2.8,38.51,0
2017-10-26 07:00:00,-9.65,978.1,1.83,34.94,0
2017-10-26 08:00:00,-9.25,977.77,1.66,33.44,0
2017-10-26 09:00:00,-9.8,977.51,2.94,37.19,0
2017-10-26 10:00:00,-10.46,977.11,4.07,38.97,0
2017-10-26 11:00:00,-10.76,976.52,7.31,41.74,0
2017-10-26 12:00:00,-10.75,975.91,7.41,44.29,0
2017-10-26 13:00:00,-10.67,975.47,5.52,45.39,0
2017-10-26 14:00:00,-10.9,975.14,3.55,48.15,0
2017-10-26 15:00:00,-11.14,974.87,1.26,47.55,0
2017-10-26 16:00:00,-11.52,974.71,3.8,48.94,0
2017-10-26 17:00:00,-11.56,974.66,5.97,49.43,0
2017-10-26 18:00:00,-12.04,974.76,5.78,51.68,0
2017-10-26 19:00:00,-11.47,974.83,6.88,50.34,0
2017-10-26 20:00:00,-11.43,974.83,10.52,47.79,0
2017-10-26 21:00:00,-11.74,974.79,10.61,48.34,0
2017-10-26 22:00:00,-11.67,974.95,10.28,46.34,0
2017-10-26 23:00:00,-12.02,975.13,8.59,45.09,0
2017-10-27 00:00:00,-11.93,975.3,9.17,44.37,0
2017-10-27 01:00:00,-11.6,975.38,8.9,44.46,0
2017-10-27 02:00:00,-10.94,975.58,7.35,44.64,0
2017-10-27 03:00:00,-10.44,975.87,4.69,44.75,0
2017-10-27 04:00:00,-10.3,976.04,6.36,45.76,0
2017-10-27 05:00:00,-9.86,976.33,5.24,45.42,0
2017-10-27 06:00:00,-9.54,976.56,2.74,42.91,0
2017-10-27 07:00:00,-9.2,976.8,2.93,42.5,0
2017-10-27 08:00:00,-9.2,976.9,4.44,44.36,0
2017-10-27 09:00:00,-9.55,977.04,6.14,44.33,0
2017-10-27 10:00:00,-9.78,977.19,7.27,47.23,0
2017-10-27 11:00:00,-9.85,977.38,7.68,52.62,0
2017-10-27 12:00:00,-10.49,977.66,6.5,56.04,0
